source language,target language,translation engine,is preferred engine?
el,ee,Google,False
el,en,Google,False
el,eo,Google,False
el,es,Google,False
el,et,Google,False
el,eu,Google,False
el,fa,Google,False
el,fi,Google,False
el,fr,Google,False
el,fy,Google,False
el,ga,Google,False
el,gan,Google,False
el,gd,Google,False
el,gl,Google,False
el,gn,Google,False
el,gom,Google,False
el,gu,Google,False
el,ha,Google,False
el,haw,Google,False
el,he,Google,False
el,hi,Google,False
el,hr,Google,False
el,ht,Google,False
el,hu,Google,False
el,hy,Google,False
el,id,Google,False
el,ig,Google,False
el,ilo,Google,False
el,is,Google,False
el,it,Google,False
el,ja,Google,False
el,jv,Google,False
el,ka,Google,False
el,kk,Google,False
el,km,Google,False
el,kn,Google,False
el,ko,Google,False
el,ku,Google,False
el,ky,Google,False
el,la,Google,False
el,lb,Google,False
el,lg,Google,False
el,ln,Google,False
el,lo,Google,False
el,lt,Google,False
el,lv,Google,False
el,mai,Google,False
el,mg,Google,False
el,mi,Google,False
el,mk,Google,False
el,ml,Google,False
el,mn,Google,False
el,mni,Google,False
el,mr,Google,False
el,ms,Google,False
el,mt,Google,False
el,my,Google,False
el,ne,Google,False
el,nl,Google,False
el,no,Google,False
el,nso,Google,False
el,ny,Google,False
el,om,Google,False
el,or,Google,False
el,pa,Google,False
el,pl,Google,False
el,ps,Google,False
el,pt,Google,False
el,qu,Google,False
el,ro,Google,False
el,ru,Google,False
el,rw,Google,False
el,sa,Google,False
el,sd,Google,False
el,sh,Google,False
el,si,Google,False
el,simple,Google,False
el,sk,Google,False
el,sl,Google,False
el,sm,Google,False
el,sn,Google,False
el,so,Google,False
el,sq,Google,False
el,sr,Google,False
el,st,Google,False
el,su,Google,False
el,sv,Google,False
el,sw,Google,False
el,ta,Google,False
el,te,Google,False
el,tg,Google,False
el,th,Google,False
el,ti,Google,False
el,tk,Google,False
el,tl,Google,False
el,tr,Google,False
el,ts,Google,False
el,tt,Google,False
el,tw,Google,False
el,ug,Google,False
el,uk,Google,False
el,ur,Google,False
el,uz,Google,False
el,vi,Google,False
el,wuu,Google,False
el,xh,Google,False
el,yi,Google,False
el,yo,Google,False
el,yue,Google,False
el,zh,Google,True
el,zu,Google,False
en,af,Google,False
en,am,Google,False
en,ar,Google,False
en,arz,Google,False
en,as,Google,False
en,ay,Google,False
en,az,Google,False
en,be,Google,False
en,be-tarask,Google,False
en,bg,Google,False
en,bho,Google,False
en,bm,Google,False
en,bn,Google,False
en,bs,Google,False
en,ca,Google,True
en,ceb,Google,False
en,ckb,Google,True
en,co,Google,False
en,cs,Google,False
en,cy,Google,False
en,da,Google,False
en,de,Google,False
en,dv,Google,False
en,ee,Google,False
en,el,Google,False
en,eo,Google,False
en,es,Google,True
en,et,Google,False
en,eu,Google,False
en,fa,Google,False
en,fi,Google,False
en,fr,Google,True
en,fy,Google,False
en,ga,Google,False
en,gan,Google,False
en,gd,Google,False
en,gl,Google,False
en,gn,Google,False
en,gom,Google,False
en,gu,Google,False
en,ha,Google,True
en,haw,Google,False
en,he,Google,False
en,hi,Google,False
en,hr,Google,False
en,ht,Google,False
en,hu,Google,False
en,hy,Google,False
en,id,Google,False
en,ig,Google,False
en,ilo,Google,False
en,is,Google,False
en,it,Google,True
en,ja,Google,False
en,jv,Google,False
en,ka,Google,False
en,kk,Google,False
en,km,Google,False
en,kn,Google,False
en,ko,Google,False
en,ku,Google,False
en,ky,Google,False
en,la,Google,False
en,lb,Google,False
en,lg,Google,False
en,ln,Google,False
en,lo,Google,False
en,lt,Google,False
en,lv,Google,False
en,mai,Google,False
en,mg,Google,False
en,mi,Google,False
en,mk,Google,False
en,ml,Google,False
en,mn,Google,False
en,mni,Google,False
en,mr,Google,False
en,ms,Google,False
en,mt,Google,False
en,my,Google,False
en,ne,Google,False
en,nl,Google,False
en,no,Google,False
en,nso,Google,False
en,ny,Google,False
en,om,Google,False
en,or,Google,False
en,pa,Google,False
en,pl,Google,False
en,ps,Google,False
en,pt,Google,False
en,qu,Google,False
en,ro,Google,False
en,ru,Google,False
en,rw,Google,False
en,sa,Google,False
en,sd,Google,False
en,sh,Google,True
en,si,Google,False
en,sk,Google,False
en,sl,Google,False
en,sm,Google,False
en,sn,Google,False
en,so,Google,False
en,sq,Google,False
en,sr,Google,False
en,st,Google,False
en,su,Google,False
en,sv,Google,False
en,sw,Google,False
en,ta,Google,False
en,te,Google,False
en,tg,Google,False
en,th,Google,False
en,ti,Google,False
en,tk,Google,False
en,tl,Google,False
en,tr,Google,False
en,ts,Google,False
en,tt,Google,False
en,tw,Google,False
en,ug,Google,False
en,uk,Google,False
en,ur,Google,False
en,uz,Google,False
en,vi,Google,False
en,wuu,Google,False
en,xh,Google,False
en,yi,Google,False
en,yo,Google,False
en,yue,Google,False
en,zh,Google,True
en,zu,Google,True
eo,af,Google,False
eo,am,Google,False
eo,ar,Google,False
eo,arz,Google,False
eo,as,Google,False
eo,ay,Google,False
eo,az,Google,False
eo,be,Google,False
eo,be-tarask,Google,False
eo,bg,Google,False
eo,bho,Google,False
eo,bm,Google,False
eo,bn,Google,False
eo,bs,Google,False
eo,ca,Google,False
eo,ceb,Google,False
eo,ckb,Google,False
eo,co,Google,False
eo,cs,Google,False
eo,cy,Google,False
eo,da,Google,False
eo,de,Google,False
eo,dv,Google,False
eo,ee,Google,False
eo,el,Google,False
eo,en,Google,False
eo,es,Google,False
eo,et,Google,False
eo,eu,Google,False
eo,fa,Google,False
eo,fi,Google,False
eo,fr,Google,False
eo,fy,Google,False
eo,ga,Google,False
eo,gan,Google,False
eo,gd,Google,False
eo,gl,Google,False
eo,gn,Google,False
eo,gom,Google,False
eo,gu,Google,False
eo,ha,Google,False
eo,haw,Google,False
eo,he,Google,False
eo,hi,Google,False
eo,hr,Google,False
eo,ht,Google,False
eo,hu,Google,False
eo,hy,Google,False
eo,id,Google,False
eo,ig,Google,False
eo,ilo,Google,False
eo,is,Google,False
eo,it,Google,False
eo,ja,Google,False
eo,jv,Google,False
eo,ka,Google,False
eo,kk,Google,False
eo,km,Google,False
eo,kn,Google,False
eo,ko,Google,False
eo,ku,Google,False
eo,ky,Google,False
eo,la,Google,False
eo,lb,Google,False
eo,lg,Google,False
eo,ln,Google,False
eo,lo,Google,False
eo,lt,Google,False
eo,lv,Google,False
eo,mai,Google,False
eo,mg,Google,False
eo,mi,Google,False
eo,mk,Google,False
eo,ml,Google,False
eo,mn,Google,False
eo,mni,Google,False
eo,mr,Google,False
eo,ms,Google,False
eo,mt,Google,False
eo,my,Google,False
eo,ne,Google,False
eo,nl,Google,False
eo,no,Google,False
eo,nso,Google,False
eo,ny,Google,False
eo,om,Google,False
eo,or,Google,False
eo,pa,Google,False
eo,pl,Google,False
eo,ps,Google,False
eo,pt,Google,False
eo,qu,Google,False
eo,ro,Google,False
eo,ru,Google,False
eo,rw,Google,False
eo,sa,Google,False
eo,sd,Google,False
eo,sh,Google,False
eo,si,Google,False
eo,simple,Google,False
eo,sk,Google,False
eo,sl,Google,False
eo,sm,Google,False
eo,sn,Google,False
eo,so,Google,False
eo,sq,Google,False
eo,sr,Google,False
eo,st,Google,False
eo,su,Google,False
eo,sv,Google,False
eo,sw,Google,False
eo,ta,Google,False
eo,te,Google,False
eo,tg,Google,False
eo,th,Google,False
eo,ti,Google,False
eo,tk,Google,False
eo,tl,Google,False
eo,tr,Google,False
eo,ts,Google,False
eo,tt,Google,False
eo,tw,Google,False
eo,ug,Google,False
eo,uk,Google,False
eo,ur,Google,False
eo,uz,Google,False
eo,vi,Google,False
eo,wuu,Google,False
eo,xh,Google,False
eo,yi,Google,False
eo,yo,Google,False
eo,yue,Google,False
eo,zh,Google,True
eo,zu,Google,False
es,af,Google,False
es,am,Google,False
es,ar,Google,False
es,arz,Google,False
es,as,Google,False
es,ay,Google,False
es,az,Google,False
es,be,Google,False
es,be-tarask,Google,False
es,bg,Google,False
es,bho,Google,False
es,bm,Google,False
es,bn,Google,False
es,bs,Google,False
es,ca,Google,False
es,ceb,Google,False
es,ckb,Google,True
es,co,Google,False
es,cs,Google,False
es,cy,Google,False
es,da,Google,False
es,de,Google,False
es,dv,Google,False
es,ee,Google,False
es,el,Google,False
es,en,Google,False
es,eo,Google,False
es,et,Google,False
es,eu,Google,False
es,fa,Google,False
es,fi,Google,False
es,fr,Google,False
es,fy,Google,False
es,ga,Google,False
es,gan,Google,False
es,gd,Google,False
es,gl,Google,False
es,gn,Google,False
es,gom,Google,False
es,gu,Google,False
es,ha,Google,True
es,haw,Google,False
es,he,Google,False
es,hi,Google,False
es,hr,Google,False
es,ht,Google,False
es,hu,Google,False
es,hy,Google,False
es,id,Google,False
es,ig,Google,False
es,ilo,Google,False
es,is,Google,False
es,it,Google,False
es,ja,Google,False
es,jv,Google,False
es,ka,Google,False
es,kk,Google,False
es,km,Google,False
es,kn,Google,False
es,ko,Google,False
es,ku,Google,False
es,ky,Google,False
es,la,Google,False
es,lb,Google,False
es,lg,Google,False
es,ln,Google,False
es,lo,Google,False
es,lt,Google,False
es,lv,Google,False
es,mai,Google,False
es,mg,Google,False
es,mi,Google,False
es,mk,Google,False
es,ml,Google,False
es,mn,Google,False
es,mni,Google,False
es,mr,Google,False
es,ms,Google,False
es,mt,Google,False
es,my,Google,False
es,ne,Google,False
es,nl,Google,False
es,no,Google,False
es,nso,Google,False
es,ny,Google,False
es,om,Google,False
es,or,Google,False
es,pa,Google,False
es,pl,Google,False
es,ps,Google,False
es,pt,Google,False
es,qu,Google,False
es,ro,Google,False
es,ru,Google,False
es,rw,Google,False
es,sa,Google,False
es,sd,Google,False
es,sh,Google,False
es,si,Google,False
es,simple,Google,True
es,sk,Google,False
es,sl,Google,False
es,sm,Google,False
es,sn,Google,False
es,so,Google,False
es,sq,Google,False
es,sr,Google,False
es,st,Google,False
es,su,Google,False
es,sv,Google,False
es,sw,Google,False
es,ta,Google,False
es,te,Google,False
es,tg,Google,False
es,th,Google,False
es,ti,Google,False
es,tk,Google,False
es,tl,Google,False
es,tr,Google,False
es,ts,Google,False
es,tt,Google,False
es,tw,Google,False
es,ug,Google,False
es,uk,Google,False
es,ur,Google,False
es,uz,Google,False
es,vi,Google,False
es,wuu,Google,False
es,xh,Google,False
es,yi,Google,False
es,yo,Google,False
es,yue,Google,False
es,zh,Google,True
es,zu,Google,False
et,af,Google,False
et,am,Google,False
et,ar,Google,False
et,arz,Google,False
et,as,Google,False
et,ay,Google,False
et,az,Google,False
et,be,Google,False
et,be-tarask,Google,False
et,bg,Google,False
et,bho,Google,False
et,bm,Google,False
et,bn,Google,False
et,bs,Google,False
et,ca,Google,False
et,ceb,Google,False
et,ckb,Google,False
et,co,Google,False
et,cs,Google,False
et,cy,Google,False
et,da,Google,False
et,de,Google,False
et,dv,Google,False
et,ee,Google,False
et,el,Google,False
et,en,Google,False
et,eo,Google,False
et,es,Google,False
et,eu,Google,False
et,fa,Google,False
et,fi,Google,False
et,fr,Google,False
et,fy,Google,False
et,ga,Google,False
et,gan,Google,False
et,gd,Google,False
et,gl,Google,False
et,gn,Google,False
et,gom,Google,False
et,gu,Google,False
et,ha,Google,False
et,haw,Google,False
et,he,Google,False
et,hi,Google,False
et,hr,Google,False
et,ht,Google,False
et,hu,Google,False
et,hy,Google,False
et,id,Google,False
et,ig,Google,False
et,ilo,Google,False
et,is,Google,False
et,it,Google,False
et,ja,Google,False
et,jv,Google,False
et,ka,Google,False
et,kk,Google,False
et,km,Google,False
et,kn,Google,False
et,ko,Google,False
et,ku,Google,False
et,ky,Google,False
et,la,Google,False
et,lb,Google,False
et,lg,Google,False
et,ln,Google,False
et,lo,Google,False
et,lt,Google,False
et,lv,Google,False
et,mai,Google,False
et,mg,Google,False
et,mi,Google,False
et,mk,Google,False
et,ml,Google,False
et,mn,Google,False
et,mni,Google,False
et,mr,Google,False
et,ms,Google,False
et,mt,Google,False
et,my,Google,False
et,ne,Google,False
et,nl,Google,False
et,no,Google,False
et,nso,Google,False
et,ny,Google,False
et,om,Google,False
et,or,Google,False
et,pa,Google,False
et,pl,Google,False
et,ps,Google,False
et,pt,Google,False
et,qu,Google,False
et,ro,Google,False
et,ru,Google,False
et,rw,Google,False
et,sa,Google,False
et,sd,Google,False
et,sh,Google,False
et,si,Google,False
et,simple,Google,False
et,sk,Google,False
et,sl,Google,False
et,sm,Google,False
et,sn,Google,False
et,so,Google,False
et,sq,Google,False
et,sr,Google,False
et,st,Google,False
et,su,Google,False
et,sv,Google,False
et,sw,Google,False
et,ta,Google,False
et,te,Google,False
et,tg,Google,False
et,th,Google,False
et,ti,Google,False
et,tk,Google,False
et,tl,Google,False
et,tr,Google,False
et,ts,Google,False
et,tt,Google,False
et,tw,Google,False
et,ug,Google,False
et,uk,Google,False
et,ur,Google,False
et,uz,Google,False
et,vi,Google,False
et,wuu,Google,False
et,xh,Google,False
et,yi,Google,False
et,yo,Google,False
et,yue,Google,False
et,zh,Google,True
et,zu,Google,False
eu,af,Google,False
eu,am,Google,False
eu,ar,Google,False
eu,arz,Google,False
eu,as,Google,False
eu,ay,Google,False
eu,az,Google,False
eu,be,Google,False
eu,be-tarask,Google,False
eu,bg,Google,False
eu,bho,Google,False
eu,bm,Google,False
eu,bn,Google,False
eu,bs,Google,False
eu,ca,Google,True
eu,ceb,Google,False
eu,ckb,Google,False
eu,co,Google,False
eu,cs,Google,False
eu,cy,Google,False
eu,da,Google,False
eu,de,Google,False
eu,dv,Google,False
eu,ee,Google,False
eu,el,Google,False
eu,en,Google,False
eu,eo,Google,False
eu,es,Google,True
eu,et,Google,False
eu,fa,Google,False
eu,fi,Google,False
eu,fr,Google,True
eu,fy,Google,False
eu,ga,Google,False
eu,gan,Google,False
eu,gd,Google,False
eu,gl,Google,True
eu,gn,Google,False
eu,gom,Google,False
eu,gu,Google,False
eu,ha,Google,False
eu,haw,Google,False
eu,he,Google,False
eu,hi,Google,False
eu,hr,Google,False
eu,ht,Google,False
eu,hu,Google,False
eu,hy,Google,False
eu,id,Google,False
eu,ig,Google,False
eu,ilo,Google,False
eu,is,Google,False
eu,it,Google,False
eu,ja,Google,False
eu,jv,Google,False
eu,ka,Google,False
eu,kk,Google,False
eu,km,Google,False
eu,kn,Google,False
eu,ko,Google,False
eu,ku,Google,False
eu,ky,Google,False
eu,la,Google,False
eu,lb,Google,False
eu,lg,Google,False
eu,ln,Google,False
eu,lo,Google,False
eu,lt,Google,False
eu,lv,Google,False
eu,mai,Google,False
eu,mg,Google,False
eu,mi,Google,False
eu,mk,Google,False
eu,ml,Google,False
eu,mn,Google,False
eu,mni,Google,False
eu,mr,Google,False
eu,ms,Google,False
eu,mt,Google,False
eu,my,Google,False
eu,ne,Google,False
eu,nl,Google,False
eu,no,Google,False
eu,nso,Google,False
eu,ny,Google,False
eu,om,Google,False
eu,or,Google,False
eu,pa,Google,False
eu,pl,Google,False
eu,ps,Google,False
eu,pt,Google,False
eu,qu,Google,False
eu,ro,Google,False
eu,ru,Google,False
eu,rw,Google,False
eu,sa,Google,False
eu,sd,Google,False
eu,sh,Google,False
eu,si,Google,False
eu,simple,Google,True
eu,sk,Google,False
eu,sl,Google,False
eu,sm,Google,False
eu,sn,Google,False
eu,so,Google,False
eu,sq,Google,False
eu,sr,Google,False
eu,st,Google,False
eu,su,Google,False
eu,sv,Google,False
eu,sw,Google,False
eu,ta,Google,False
eu,te,Google,False
eu,tg,Google,False
eu,th,Google,False
eu,ti,Google,False
eu,tk,Google,False
eu,tl,Google,False
eu,tr,Google,False
eu,ts,Google,False
eu,tt,Google,False
eu,tw,Google,False
eu,ug,Google,False
eu,uk,Google,False
eu,ur,Google,False
eu,uz,Google,False
eu,vi,Google,False
eu,wuu,Google,False
eu,xh,Google,False
eu,yi,Google,False
eu,yo,Google,False
eu,yue,Google,False
eu,zh,Google,True
eu,zu,Google,False
fa,af,Google,False
fa,am,Google,False
fa,ar,Google,False
fa,arz,Google,False
fa,as,Google,False
fa,ay,Google,False
fa,az,Google,False
fa,be,Google,False
fa,be-tarask,Google,False
fa,bg,Google,False
fa,bho,Google,False
fa,bm,Google,False
fa,bn,Google,False
fa,bs,Google,False
fa,ca,Google,False
fa,ceb,Google,False
fa,ckb,Google,False
fa,co,Google,False
fa,cs,Google,False
fa,cy,Google,False
fa,da,Google,False
fa,de,Google,False
fa,dv,Google,False
fa,ee,Google,False
fa,el,Google,False
fa,en,Google,False
fa,eo,Google,False
fa,es,Google,False
fa,et,Google,False
fa,eu,Google,False
fa,fi,Google,False
fa,fr,Google,False
fa,fy,Google,False
fa,ga,Google,False
fa,gan,Google,False
fa,gd,Google,False
fa,gl,Google,False
fa,gn,Google,False
fa,gom,Google,False
fa,gu,Google,False
fa,ha,Google,False
fa,haw,Google,False
fa,he,Google,False
fa,hi,Google,False
fa,hr,Google,False
fa,ht,Google,False
fa,hu,Google,False
fa,hy,Google,False
fa,id,Google,False
fa,ig,Google,False
fa,ilo,Google,False
fa,is,Google,False
fa,it,Google,False
fa,ja,Google,False
fa,jv,Google,False
fa,ka,Google,False
fa,kk,Google,False
fa,km,Google,False
fa,kn,Google,False
fa,ko,Google,False
fa,ku,Google,False
fa,ky,Google,False
fa,la,Google,False
fa,lb,Google,False
fa,lg,Google,False
fa,ln,Google,False
fa,lo,Google,False
fa,lt,Google,False
fa,lv,Google,False
fa,mai,Google,False
fa,mg,Google,False
fa,mi,Google,False
fa,mk,Google,False
fa,ml,Google,False
fa,mn,Google,False
fa,mni,Google,False
fa,mr,Google,False
fa,ms,Google,False
fa,mt,Google,False
fa,my,Google,False
fa,ne,Google,False
fa,nl,Google,False
fa,no,Google,False
fa,nso,Google,False
fa,ny,Google,False
fa,om,Google,False
fa,or,Google,False
fa,pa,Google,False
fa,pl,Google,False
fa,ps,Google,False
fa,pt,Google,False
fa,qu,Google,False
fa,ro,Google,False
fa,ru,Google,False
fa,rw,Google,False
fa,sa,Google,False
fa,sd,Google,False
fa,sh,Google,False
fa,si,Google,False
fa,simple,Google,False
fa,sk,Google,False
fa,sl,Google,False
fa,sm,Google,False
fa,sn,Google,False
fa,so,Google,False
fa,sq,Google,False
fa,sr,Google,False
fa,st,Google,False
fa,su,Google,False
fa,sv,Google,False
fa,sw,Google,False
fa,ta,Google,False
fa,te,Google,False
fa,tg,Google,False
fa,th,Google,False
fa,ti,Google,False
fa,tk,Google,False
fa,tl,Google,False
fa,tr,Google,False
fa,ts,Google,False
fa,tt,Google,False
fa,tw,Google,False
fa,ug,Google,False
fa,uk,Google,False
fa,ur,Google,False
fa,uz,Google,False
fa,vi,Google,False
fa,wuu,Google,False
fa,xh,Google,False
fa,yi,Google,False
fa,yo,Google,False
fa,yue,Google,False
fa,zh,Google,True
fa,zu,Google,False
fi,af,Google,False
fi,am,Google,False
fi,ar,Google,False
fi,arz,Google,False
fi,as,Google,False
fi,ay,Google,False
fi,az,Google,False
fi,be,Google,False
fi,be-tarask,Google,False
fi,bg,Google,False
fi,bho,Google,False
fi,bm,Google,False
fi,bn,Google,False
fi,bs,Google,False
fi,ca,Google,False
fi,ceb,Google,False
fi,ckb,Google,False
fi,co,Google,False
fi,cs,Google,False
fi,cy,Google,False
fi,da,Google,False
fi,de,Google,False
fi,dv,Google,False
fi,ee,Google,False
fi,el,Google,False
fi,en,Google,False
fi,eo,Google,False
fi,es,Google,False
fi,et,Google,False
fi,eu,Google,False
fi,fa,Google,False
fi,fr,Google,False
fi,fy,Google,False
fi,ga,Google,False
fi,gan,Google,False
fi,gd,Google,False
fi,gl,Google,False
fi,gn,Google,False
fi,gom,Google,False
fi,gu,Google,False
fi,ha,Google,False
fi,haw,Google,False
fi,he,Google,False
fi,hi,Google,False
fi,hr,Google,False
fi,ht,Google,False
fi,hu,Google,False
fi,hy,Google,False
fi,id,Google,False
fi,ig,Google,False
fi,ilo,Google,False
fi,is,Google,False
fi,it,Google,False
fi,ja,Google,False
fi,jv,Google,False
fi,ka,Google,False
fi,kk,Google,False
fi,km,Google,False
fi,kn,Google,False
fi,ko,Google,False
fi,ku,Google,False
fi,ky,Google,False
fi,la,Google,False
fi,lb,Google,False
fi,lg,Google,False
fi,ln,Google,False
fi,lo,Google,False
fi,lt,Google,False
fi,lv,Google,False
fi,mai,Google,False
fi,mg,Google,False
fi,mi,Google,False
fi,mk,Google,False
fi,ml,Google,False
fi,mn,Google,False
fi,mni,Google,False
fi,mr,Google,False
fi,ms,Google,False
fi,mt,Google,False
fi,my,Google,False
fi,ne,Google,False
fi,nl,Google,False
fi,no,Google,False
fi,nso,Google,False
fi,ny,Google,False
fi,om,Google,False
fi,or,Google,False
fi,pa,Google,False
fi,pl,Google,False
fi,ps,Google,False
fi,pt,Google,False
fi,qu,Google,False
fi,ro,Google,False
fi,ru,Google,False
fi,rw,Google,False
fi,sa,Google,False
fi,sd,Google,False
fi,sh,Google,False
fi,si,Google,False
fi,simple,Google,False
fi,sk,Google,False
fi,sl,Google,False
fi,sm,Google,False
fi,sn,Google,False
fi,so,Google,False
fi,sq,Google,False
fi,sr,Google,False
fi,st,Google,False
fi,su,Google,False
fi,sv,Google,False
fi,sw,Google,False
fi,ta,Google,False
fi,te,Google,False
fi,tg,Google,False
fi,th,Google,False
fi,ti,Google,False
fi,tk,Google,False
fi,tl,Google,False
fi,tr,Google,False
fi,ts,Google,False
fi,tt,Google,False
fi,tw,Google,False
fi,ug,Google,False
fi,uk,Google,False
fi,ur,Google,False
fi,uz,Google,False
fi,vi,Google,False
fi,wuu,Google,False
fi,xh,Google,False
fi,yi,Google,False
fi,yo,Google,False
fi,yue,Google,False
fi,zh,Google,True
fi,zu,Google,False
fr,af,Google,False
fr,am,Google,False
fr,ar,Google,False
fr,arz,Google,False
fr,as,Google,False
fr,ay,Google,False
fr,az,Google,False
fr,be,Google,False
fr,be-tarask,Google,False
fr,bg,Google,False
fr,bho,Google,False
fr,bm,Google,False
fr,bn,Google,False
fr,bs,Google,False
fr,ca,Google,True
fr,ceb,Google,False
fr,ckb,Google,True
fr,co,Google,False
fr,cs,Google,False
fr,cy,Google,False
fr,da,Google,False
fr,de,Google,False
fr,dv,Google,False
fr,ee,Google,False
fr,el,Google,False
fr,en,Google,False
fr,eo,Google,False
fr,es,Google,True
fr,et,Google,False
fr,eu,Google,False
fr,fa,Google,False
fr,fi,Google,False
fr,fy,Google,False
fr,ga,Google,False
fr,gan,Google,False
fr,gd,Google,False
fr,gl,Google,True
fr,gn,Google,False
fr,gom,Google,False
fr,gu,Google,False
fr,ha,Google,True
fr,haw,Google,False
fr,he,Google,False
fr,hi,Google,False
fr,hr,Google,False
fr,ht,Google,False
fr,hu,Google,False
fr,hy,Google,False
fr,id,Google,False
fr,ig,Google,False
fr,ilo,Google,False
fr,is,Google,False
fr,it,Google,False
fr,ja,Google,False
fr,jv,Google,False
fr,ka,Google,False
fr,kk,Google,False
fr,km,Google,False
fr,kn,Google,False
fr,ko,Google,False
fr,ku,Google,False
fr,ky,Google,False
fr,la,Google,False
fr,lb,Google,False
fr,lg,Google,False
fr,ln,Google,False
fr,lo,Google,False
fr,lt,Google,False
fr,lv,Google,False
fr,mai,Google,False
fr,mg,Google,False
fr,mi,Google,False
fr,mk,Google,False
fr,ml,Google,False
fr,mn,Google,False
fr,mni,Google,False
fr,mr,Google,False
fr,ms,Google,False
fr,mt,Google,False
fr,my,Google,False
fr,ne,Google,False
fr,nl,Google,False
fr,no,Google,False
fr,nso,Google,False
fr,ny,Google,False
fr,om,Google,False
fr,or,Google,False
fr,pa,Google,False
fr,pl,Google,False
fr,ps,Google,False
fr,pt,Google,False
fr,qu,Google,False
fr,ro,Google,False
fr,ru,Google,False
fr,rw,Google,False
fr,sa,Google,False
fr,sd,Google,False
fr,sh,Google,False
fr,si,Google,False
fr,simple,Google,True
fr,sk,Google,False
fr,sl,Google,False
fr,sm,Google,False
fr,sn,Google,False
fr,so,Google,False
fr,sq,Google,False
fr,sr,Google,False
fr,st,Google,False
fr,su,Google,False
fr,sv,Google,False
fr,sw,Google,False
fr,ta,Google,False
fr,te,Google,False
fr,tg,Google,False
fr,th,Google,False
fr,ti,Google,False
fr,tk,Google,False
fr,tl,Google,False
fr,tr,Google,False
fr,ts,Google,False
fr,tt,Google,False
fr,tw,Google,False
fr,ug,Google,False
fr,uk,Google,False
fr,ur,Google,False
fr,uz,Google,False
fr,vi,Google,False
fr,wuu,Google,False
fr,xh,Google,False
fr,yi,Google,False
fr,yo,Google,False
fr,yue,Google,False
fr,zh,Google,True
fr,zu,Google,False
fy,af,Google,False
fy,am,Google,False
fy,ar,Google,False
fy,arz,Google,False
fy,as,Google,False
fy,ay,Google,False
fy,az,Google,False
fy,be,Google,False
fy,be-tarask,Google,False
fy,bg,Google,False
fy,bho,Google,False
fy,bm,Google,False
fy,bn,Google,False
fy,bs,Google,False
fy,ca,Google,False
fy,ceb,Google,False
fy,ckb,Google,False
fy,co,Google,False
fy,cs,Google,False
fy,cy,Google,False
fy,da,Google,False
fy,de,Google,False
fy,dv,Google,False
fy,ee,Google,False
fy,el,Google,False
fy,en,Google,False
fy,eo,Google,False
fy,es,Google,False
fy,et,Google,False
fy,eu,Google,False
fy,fa,Google,False
fy,fi,Google,False
fy,fr,Google,False
fy,ga,Google,False
fy,gan,Google,False
fy,gd,Google,False
fy,gl,Google,False
fy,gn,Google,False
fy,gom,Google,False
fy,gu,Google,False
fy,ha,Google,False
fy,haw,Google,False
fy,he,Google,False
fy,hi,Google,False
fy,hr,Google,False
fy,ht,Google,False
fy,hu,Google,False
fy,hy,Google,False
fy,id,Google,False
fy,ig,Google,False
fy,ilo,Google,False
fy,is,Google,False
fy,it,Google,False
fy,ja,Google,False
fy,jv,Google,False
fy,ka,Google,False
fy,kk,Google,False
fy,km,Google,False
fy,kn,Google,False
fy,ko,Google,False
fy,ku,Google,False
fy,ky,Google,False
fy,la,Google,False
fy,lb,Google,False
fy,lg,Google,False
fy,ln,Google,False
fy,lo,Google,False
fy,lt,Google,False
fy,lv,Google,False
fy,mai,Google,False
fy,mg,Google,False
fy,mi,Google,False
fy,mk,Google,False
fy,ml,Google,False
fy,mn,Google,False
fy,mni,Google,False
fy,mr,Google,False
fy,ms,Google,False
fy,mt,Google,False
fy,my,Google,False
fy,ne,Google,False
fy,nl,Google,False
fy,no,Google,False
fy,nso,Google,False
fy,ny,Google,False
fy,om,Google,False
fy,or,Google,False
fy,pa,Google,False
fy,pl,Google,False
fy,ps,Google,False
fy,pt,Google,False
fy,qu,Google,False
fy,ro,Google,False
fy,ru,Google,False
fy,rw,Google,False
fy,sa,Google,False
fy,sd,Google,False
fy,sh,Google,False
fy,si,Google,False
fy,simple,Google,False
fy,sk,Google,False
fy,sl,Google,False
fy,sm,Google,False
fy,sn,Google,False
fy,so,Google,False
fy,sq,Google,False
fy,sr,Google,False
fy,st,Google,False
fy,su,Google,False
fy,sv,Google,False
fy,sw,Google,False
fy,ta,Google,False
fy,te,Google,False
fy,tg,Google,False
fy,th,Google,False
fy,ti,Google,False
fy,tk,Google,False
fy,tl,Google,False
fy,tr,Google,False
fy,ts,Google,False
fy,tt,Google,False
fy,tw,Google,False
fy,ug,Google,False
fy,uk,Google,False
fy,ur,Google,False
fy,uz,Google,False
fy,vi,Google,False
fy,wuu,Google,False
fy,xh,Google,False
fy,yi,Google,False
fy,yo,Google,False
fy,yue,Google,False
fy,zh,Google,True
fy,zu,Google,False
ga,af,Google,False
ga,am,Google,False
ga,ar,Google,False
ga,arz,Google,False
ga,as,Google,False
ga,ay,Google,False
ga,az,Google,False
ga,be,Google,False
ga,be-tarask,Google,False
ga,bg,Google,False
ga,bho,Google,False
ga,bm,Google,False
ga,bn,Google,False
ga,bs,Google,False
ga,ca,Google,False
ga,ceb,Google,False
ga,ckb,Google,False
ga,co,Google,False
ga,cs,Google,False
ga,cy,Google,False
